series_key,brand,series,body_type,energy_type,vehicle_categories,energy_subtypes,manufacturer_attributes,taxonomy_source,taxonomy_confidence
东风小康k07ii,东风小康,东风小康K07II,轿车,燃油车,微面,燃油,,heuristic_body+internal_90d,0.88
东风小康k07s,东风小康,东风小康K07S,轿车,燃油车,微面,燃油,,heuristic_body+internal_90d,0.88
东风小康k17,东风小康,东风小康K17,,燃油车,微面,燃油,,internal_90d,0.88
东风小康v07s,东风小康,东风小康V07S,轿车,燃油车,微面,燃油,,heuristic_body+internal_90d,0.88
东风小康v27,东风小康,东风小康V27,,燃油车,微面,燃油,,internal_90d,0.88
东风小康v29,东风小康,东风小康V29,,燃油车,微面,燃油,,internal_90d,0.88
东风本田mnv,思铭,东风本田M-NV,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
东风本田s7,本田,东风本田S7,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
东风本田xnv,思铭,东风本田X-NV,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
东风瑞泰特em10,东风·瑞泰特,东风·瑞泰特EM10,,新能源,,新能源,,internal_90d,0.88
东风皮卡,东风,东风皮卡,其他,燃油车,皮卡,燃油,,heuristic_body+internal_90d,0.88
东风纳米ex1,东风纳米,东风纳米EX1,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
东风风度mx5,东风风度,东风风度MX5,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
东风风度mx6,东风风度,东风风度MX6,,燃油车,,燃油,,internal_90d,0.88
东风风神a30,东风风神,东风风神A30,,燃油车,,燃油,,internal_90d,0.88
东风风神a60,东风风神,东风风神A60,,燃油车,,燃油,,internal_90d,0.88
东风风神ax3,东风风神,东风风神AX3,,燃油车,,燃油,,internal_90d,0.88
东风风神ax4,东风风神,东风风神AX4,,燃油车,,燃油,,internal_90d,0.88
东风风神ax5,东风风神,东风风神AX5,,燃油车,,燃油,,internal_90d,0.88
东风风神ax7,东风风神,东风风神AX7,,燃油车,,燃油,,internal_90d,0.88
东风风神e30,东风风神,东风风神E30,,新能源,,新能源,,internal_90d,0.88
东风风神e70,东风风神,东风风神E70,,新能源,,新能源,,internal_90d,0.88
东风风神h30,东风风神,东风风神H30,,燃油车,,燃油,,internal_90d,0.88
东风风神l60,东风风神,东风风神L60,,燃油车,,燃油,,internal_90d,0.88
东风风神l8phev,东风风神,东风风神L8 PHEV,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
东风风神s30,东风风神,东风风神S30,,燃油车,,燃油,,internal_90d,0.88
中兴1949,中兴,中兴1949,,燃油车,,燃油,,internal_90d,0.88
中兴1986,中兴,中兴1986,,燃油车,,燃油,,internal_90d,0.88
中兴c3,中兴,中兴C3,,燃油车,,燃油,,internal_90d,0.88
中兴gx3,中兴,中兴GX3,,燃油车,,燃油,,internal_90d,0.88
中华h220,中华,中华H220,,燃油车,,燃油,,internal_90d,0.88
中华h230,中华,中华H230,,燃油车,,燃油,,internal_90d,0.88
中华h230ev,中华,中华H230 EV,,新能源,,新能源,,internal_90d,0.88
中华h3,中华,中华H3,,燃油车,,燃油,,internal_90d,0.88
中华h320,中华,中华H320,,燃油车,,燃油,,internal_90d,0.88
中华h330,中华,中华H330,,燃油车,,燃油,,internal_90d,0.88
中华h530,中华,中华H530,,燃油车,,燃油,,internal_90d,0.88
中华v3,中华,中华V3,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
中华v5,中华,中华V5,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
中华v6,中华,中华V6,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
中华v7,中华,中华V7,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
中华尊驰,中华,中华尊驰,,燃油车,,燃油,,internal_90d,0.88
中华骏捷,中华,中华骏捷,,燃油车,,燃油,,internal_90d,0.88
中华骏捷cross,中华,中华骏捷Cross,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
中华骏捷frv,中华,中华骏捷FRV,,燃油车,,燃油,,internal_90d,0.88
中华骏捷fsv,中华,中华骏捷FSV,,燃油车,,燃油,,internal_90d,0.88
中国龙,吉利汽车,中国龙,,燃油车,,燃油,,internal_90d,0.88
中房之星系列,中房房车,中房之星系列,,新能源,,新能源,,internal_90d,0.88
丰田86,丰田,丰田86,,燃油车,,燃油,,internal_90d,0.88
丰田bz3,丰田,丰田bZ3,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
丰田bz5,丰田,丰田bZ5,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
丰田chr,丰田,丰田C-HR,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
丰田chrev,丰田,丰田C-HR EV,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
丰田rav4进口,丰田,丰田RAV4(进口),SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
丰田世纪,丰田,丰田世纪,,燃油车,,燃油,,internal_90d,0.88
丰顺,力帆汽车,丰顺,,燃油车,,燃油,,internal_90d,0.88
乐福,卡文汽车,乐福,,新能源,,新能源,,internal_90d,0.88
乐途,力帆汽车,乐途,,燃油车,,燃油,,internal_90d,0.88
乐道l60,乐道,乐道L60,,新能源,,新能源,,internal_90d,0.88
乐道l80,乐道,乐道L80,,新能源,,新能源,,internal_90d,0.88
乐道l90,乐道,乐道L90,,新能源,,新能源,,internal_90d,0.88
乐道纯电轿车,乐道,乐道纯电轿车,,燃油车,,燃油,,internal_90d,0.88
乐风,雪佛兰,乐风,,燃油车,,燃油,,internal_90d,0.88
乐风rv,雪佛兰,乐风RV,,燃油车,,燃油,,internal_90d,0.88
乐驰,宝骏,乐驰,,燃油车,,燃油,,internal_90d,0.88
乐骋,雪佛兰,乐骋,,燃油车,,燃油,,internal_90d,0.88
九龙a4,九龙,九龙A4,,燃油车,,燃油,,internal_90d,0.88
九龙a5,九龙,九龙A5,,燃油车,,燃油,,internal_90d,0.88
九龙a6,九龙,九龙A6,,燃油车,,燃油,,internal_90d,0.88
九龙em3,九龙,九龙EM3,,新能源,,新能源,,internal_90d,0.88
予风ev50客运版,予风汽车,予风EV50客运版,,新能源,,新能源,,internal_90d,0.88
予风黄金仓,予风汽车,予风黄金仓,,新能源,,新能源,,internal_90d,0.88
予风黄金仓plus,予风汽车,予风黄金仓PLUS,,新能源,,新能源,,internal_90d,0.88
云100,众泰,云100,,新能源,,新能源,,internal_90d,0.88
云兔,云度,云兔,,新能源,,新能源,,internal_90d,0.88
云度π1,云度,云度π1,,新能源,,新能源,,internal_90d,0.88
云度π3,云度,云度π3,,新能源,,新能源,,internal_90d,0.88
云朵,宝骏,云朵,,新能源,,新能源,,internal_90d,0.88
云逸c4aircross,雪铁龙,云逸 C4 AIRCROSS,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
五十铃皮卡,五十铃,五十铃皮卡,其他,燃油车,皮卡,燃油,,heuristic_body+internal_90d,0.88
五菱730,五菱汽车,五菱730,,燃油车,,燃油,,internal_90d,0.88
五菱airev晴空,五菱汽车,五菱Air ev晴空,,新能源,,新能源,,internal_90d,0.88
五菱e10,五菱汽车,五菱E10,,新能源,,新能源,,internal_90d,0.88
五菱e5,五菱汽车,五菱E5,,新能源,,新能源,,internal_90d,0.88
五菱ev50,五菱汽车,五菱EV50,,新能源,,新能源,,internal_90d,0.88
五菱ev80,五菱汽车,五菱EV80,,新能源,,新能源,,internal_90d,0.88
五菱nanoev,五菱汽车,五菱Nano EV,,新能源,,新能源,,internal_90d,0.88
五菱之光,五菱汽车,五菱之光,,燃油车,微面,燃油,,internal_90d,0.88
五菱之光ev,五菱汽车,五菱之光EV,其他,新能源,微面,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
五菱之光v,五菱汽车,五菱之光V,,燃油车,微面,燃油,,internal_90d,0.88
五菱之光小卡,五菱汽车,五菱之光小卡,,燃油车,微卡,燃油,,dcd_ranking+internal_90d,0.96
五菱佳辰,五菱汽车,五菱佳辰,MPV,燃油车,MPV,燃油,,dcd_ranking+internal_90d,0.96
五菱兴旺,五菱汽车,五菱兴旺,,燃油车,,燃油,,internal_90d,0.88
五菱宏光,五菱汽车,五菱宏光,其他,燃油车,微面,燃油,,heuristic_body+internal_90d,0.88
五菱宏光miniev,五菱汽车,五菱宏光MINIEV,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
五菱宏光plus,五菱汽车,五菱宏光PLUS,其他,燃油车,微面,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
五菱宏光s3,五菱汽车,五菱宏光S3,其他,燃油车,微面,燃油,,heuristic_body+internal_90d,0.88
五菱宏光v,五菱汽车,五菱宏光V,其他,燃油车,微面,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
五菱宏光增程版,五菱汽车,五菱宏光增程版,其他,新能源,微面,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
五菱宏光纯电版,五菱汽车,五菱宏光纯电版,其他,新能源,微面,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
五菱征程,五菱汽车,五菱征程,MPV,燃油车,MPV,燃油,,dcd_ranking+internal_90d,0.96
五菱征程ev,五菱汽车,五菱征程EV,,新能源,,新能源,,internal_90d,0.88
五菱征程经典,五菱汽车,五菱征程经典,,燃油车,,燃油,,internal_90d,0.88
五菱征途,五菱汽车,五菱征途,,燃油车,,燃油,,internal_90d,0.88
五菱扬光,五菱汽车,五菱扬光,其他,新能源,,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
五菱扬光电卡,五菱汽车,五菱扬光电卡,其他,,,,,heuristic_body,0.72
五菱星云,五菱汽车,五菱星云,,燃油车,,燃油,,internal_90d,0.88
五菱星光ev,五菱汽车,五菱星光EV,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
五菱星光phev,五菱汽车,五菱星光PHEV,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
五菱星光sev,五菱汽车,五菱星光S EV,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
五菱星光sphev,五菱汽车,五菱星光S PHEV,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
五菱星辰,五菱汽车,五菱星辰,,燃油车,,燃油,,internal_90d,0.88
五菱星驰,五菱汽车,五菱星驰,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
五菱电卡,五菱汽车,五菱电卡,,新能源,,新能源,,internal_90d,0.88
五菱缤果,五菱汽车,五菱缤果,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
五菱缤果plus,五菱汽车,五菱缤果PLUS,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
五菱荣光,五菱汽车,五菱荣光,,燃油车,微面,燃油,,internal_90d,0.88
五菱荣光ev,五菱汽车,五菱荣光EV,,新能源,微面,新能源,,dcd_ranking+internal_90d,0.96
五菱荣光v,五菱汽车,五菱荣光V,,燃油车,微面,燃油,,internal_90d,0.88
五菱荣光小卡,五菱汽车,五菱荣光小卡,,燃油车,微卡,燃油,,dcd_ranking+internal_90d,0.96
五菱荣光小卡ev,五菱汽车,五菱荣光小卡EV,,,微卡,,,unknown,0.0
五菱荣光小卡专用车,五菱汽车,五菱荣光小卡专用车,,燃油车,微卡,燃油,,internal_90d,0.88
五菱荣光新卡,五菱汽车,五菱荣光新卡,,燃油车,微卡,燃油,,dcd_ranking+internal_90d,0.96
五菱荣光新卡专用车,五菱汽车,五菱荣光新卡专用车,,,微卡,,,unknown,0.0
五菱龙卡,五菱汽车,五菱龙卡,,燃油车,,燃油,,internal_90d,0.88
亚洲狮,丰田,亚洲狮,,燃油车,,燃油,,internal_90d,0.88
亚洲龙,丰田,亚洲龙,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
亚洲龙海外,丰田,亚洲龙(海外),,燃油车,,燃油,,internal_90d,0.88
享域,本田,享域,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
享御,双龙,享御,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
享界s9,享界,享界S9,,新能源,,新能源,,internal_90d,0.88
享界s9t,享界,享界S9T,,新能源,,新能源,,internal_90d,0.88
仰望u7ev,仰望,仰望U7 EV,,新能源,,新能源,,internal_90d,0.88
仰望u7phev,仰望,仰望U7 PHEV,,新能源,,新能源,,internal_90d,0.88
仰望u8,仰望,仰望U8,,新能源,,新能源,,internal_90d,0.88
仰望u8l,仰望,仰望U8L,,新能源,,新能源,,internal_90d,0.88
伊兰特,现代,伊兰特,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
伊兰特elantran,现代,伊兰特Elantra N,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
伊兰特ev,现代,伊兰特EV,,新能源,,新能源,,internal_90d,0.88
伊比飒,西雅特,伊比飒,,燃油车,,燃油,,internal_90d,0.88
众泰2008,众泰,众泰2008,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
众泰5008,众泰,众泰5008,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
众泰e200,众泰,众泰E200,,新能源,,新能源,,internal_90d,0.88
众泰sr7,众泰,众泰SR7,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
众泰sr9,众泰,众泰SR9,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
众泰sr9phev,众泰,众泰SR9 PHEV,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
众泰t200,众泰,众泰T200,,燃油车,,燃油,,internal_90d,0.88
众泰t300,众泰,众泰T300,,燃油车,,燃油,,internal_90d,0.88
众泰t500,众泰,众泰T500,,燃油车,,燃油,,internal_90d,0.88
众泰t600,众泰,众泰T600,,燃油车,,燃油,,internal_90d,0.88
众泰t600coupe,众泰,众泰T600 Coupe,,燃油车,,燃油,,internal_90d,0.88
众泰t700,众泰,众泰T700,,燃油车,,燃油,,internal_90d,0.88
众泰t800,众泰,众泰T800,,燃油车,,燃油,,internal_90d,0.88
众泰v10,众泰,众泰V10,,燃油车,,燃油,,internal_90d,0.88
众泰z200hb,众泰,众泰Z200HB,,燃油车,,燃油,,internal_90d,0.88
众泰z300,众泰,众泰Z300,,燃油车,,燃油,,internal_90d,0.88
众泰z360,众泰,众泰Z360,,燃油车,,燃油,,internal_90d,0.88
众泰z500,众泰,众泰Z500,,燃油车,,燃油,,internal_90d,0.88
众泰z500ev,众泰,众泰Z500 EV,,新能源,,新能源,,internal_90d,0.88
众泰z560,众泰,众泰Z560,,燃油车,,燃油,,internal_90d,0.88
众泰z700,众泰,众泰Z700,,燃油车,,燃油,,internal_90d,0.88
优6suv,纳智捷,优6 SUV,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
优优,开瑞,优优,,燃油车,微面,燃油,,internal_90d,0.88
优优2代,开瑞,优优2代,,燃油车,微面,燃油,,internal_90d,0.88
优优ev,开瑞,优优EV,,新能源,微面,新能源,,internal_90d,0.88
优利欧,吉利汽车,优利欧,,燃油车,,燃油,,internal_90d,0.88
优劲,开瑞,优劲,,燃油车,,燃油,,internal_90d,0.88
优劲ev,开瑞,优劲EV,,新能源,,新能源,,internal_90d,0.88
优胜2代,开瑞,优胜2代,,燃油车,,燃油,,internal_90d,0.88
优雅,开瑞,优雅,,燃油车,,燃油,,internal_90d,0.88
优雅2代,开瑞,优雅2代,,燃油车,,燃油,,internal_90d,0.88
传奇,福田,传奇,,燃油车,,燃油,,internal_90d,0.88
传祺e8,广汽传祺,传祺E8,MPV,燃油车,MPV,燃油,,dcd_ranking+internal_90d,0.96
传祺e8phev,广汽传祺,传祺E8 PHEV,MPV,新能源,MPV,新能源,,dcd_ranking+internal_90d,0.96
传祺e9phev,广汽传祺,传祺E9 PHEV,MPV,新能源,MPV,新能源,,dcd_ranking+internal_90d,0.96
传祺es9phev,广汽传祺,传祺ES9 PHEV,,新能源,,新能源,,internal_90d,0.88
传祺ga3,广汽传祺,传祺GA3,,燃油车,,燃油,,internal_90d,0.88
传祺ga3sphev,埃安,传祺GA3S PHEV,,新能源,,新能源,,internal_90d,0.88
传祺ga3s视界,广汽传祺,传祺GA3S视界,,燃油车,,燃油,,internal_90d,0.88
传祺ga4,广汽传祺,传祺GA4,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
传祺ga5,广汽传祺,传祺GA5,,燃油车,,燃油,,internal_90d,0.88
传祺ga5phev,广汽传祺,传祺GA5 PHEV,,新能源,,新能源,,internal_90d,0.88
传祺ga6,广汽传祺,传祺GA6,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
传祺ga8,广汽传祺,传祺GA8,,燃油车,,燃油,,internal_90d,0.88
传祺ge3,埃安,传祺GE3,,新能源,,新能源,,internal_90d,0.88
传祺gs3,广汽传祺,传祺GS3,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
传祺gs4,广汽传祺,传祺GS4,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
传祺gs4coupe,广汽传祺,传祺GS4 Coupe,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
传祺gs4phev,广汽传祺,传祺GS4 PHEV,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
